COL_NAME,ALIAS,OUTPUT_DTYPE,VALUE_NAN_STR,REQ_NAN_STR_FILL,VALUE_NAN_NUM,REQ_NAN_NUM_FILL
AGE_ORIG,Mean Origin Year,int32,,No,0,Yes
AGE_DBH,Mean Age Tree DBH,int32,,No,0,Yes
AGE_GRW,Mean Age Tree Growth Rate,int32,,No,0,Yes
AGE_UND_COV,Mean Understory Cover,int32,,No,0,Yes
HM_ORIG,Hard Mast Mean Origin Year,int32,,No,0,Yes
SM_ORIG,Soft Mast Mean Origin Year,int32,,No,0,Yes
LM_ORIG,Lightseed Mast Mean Origin Year,int32,,No,0,Yes
